文件名,学科,研究类型,题目,链接,提交状态,同行评审状态,作者,资助者,同行评审者,发表时间
Natural sciences4.htm,Natural sciences,Essay,Rituals as Nature-Based Governance of reciprocity between people and nature,https://open-research-europe.ec.europa.eu/articles/4-66,N/A,[version 2; peer review: 2 approved],Carsten Herrmann-Pillath,Horizon Europe Framework Programme,Ronald Trosper; Cecily Maller; Rebecca Olive; David Kelly,2024-08-07
Natural sciences4.htm,Natural sciences,Method Article,Practical guidelines for Bayesian phylogenetic inference using Markov chain Monte Carlo (MCMC),https://open-research-europe.ec.europa.eu/articles/3-204,N/A,"[version 3; peer review: 4 approved, 3 approved with reservations]",Joëlle Barido-Sottani; Orlando Schwery; Rachel C. M. Warnock; Chi Zhang; April Marie Wright,Horizon 2020 Framework Programme; National Natural Science Foundation of China; National Science Foundation; Swiss National Science Foundation,Daniel Casali; Zhirui Hu; Grégoire Clarté; Sungsik Kong; Bruna M. Farina; Peter Beerli; David Černý,2024-08-05
Natural sciences4.htm,Natural sciences,Brief Report,An increase in global daily precipitation records in response to global warming based on reanalysis and observations,https://open-research-europe.ec.europa.eu/articles/4-114,N/A,"[version 2; peer review: 3 approved, 1 approved with reservations]",James Ciarlo'; Filippo Giorgi,Horizon Europe Framework Programme,Cristian Lussana; Wei Li; Kalle Nordling; Fulden Batibeniz,2024-07-29
Natural sciences4.htm,Natural sciences,Method Article,Standard Operating Procedure for the determination of trace elements in hydrothermal fluids by Inductively Coupled Plasma Mass Spectrometry (ICP-MS),https://open-research-europe.ec.europa.eu/articles/3-90,N/A,"[version 2; peer review: 1 approved, 2 approved with reservations]",Monica Correggia; Luciano Di Iorio; Alessia Benedicta Bastianoni; Mustafa Yücel; Angelina Cordone; Donato Giovannelli,Horizon 2020 Framework Programme,Sadhan Bijoy Deb; Maria Carmen Barciela-Alonso; Zikri Arslan,2024-07-24
Natural sciences4.htm,Natural sciences,Case Study,Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Gas and dust in nearby galaxies,https://open-research-europe.ec.europa.eu/articles/4-148,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Daizhong Liu; Amelie Saintonge; Caroline Bot; Francisca Kemper; Enrique Lopez-Rodriguez; Matthew Smith; Thomas Stanke; Paola Andreani; Alessandro Boselli; Claudia Cicone; Timothy A. Davis; Bendix Hagedorn; Akhil Lasrado; Ann Mao; Serena Viti; Mark Booth; Pamela Klaassen; Tony Mroczkowski; Frank Bigiel; Melanie Chevance; Martin A. Cordiner; Luca Di Mascolo; Doug Johnstone; Minju Lee; Thomas Maccarone; Alexander E. Thelen; Eelco van Kampen; Sven Wedemeyer,Horizon Europe Framework Programme; Horizon 2020 Framework Programme; Deutsche Forschungsgemeinschaft; Agence Nationale de la Recherche,Matilde Mingozzi; Pastrav Bogdan Adrian,2024-07-12
Natural sciences4.htm,Natural sciences,Case Study,Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Surveying the distant Universe,https://open-research-europe.ec.europa.eu/articles/4-122,N/A,"[version 1; peer review: 2 approved, 3 approved with reservations]",Eelco van Kampen; Tom Bakx; Carlos De Breuck; Chian-Chou Chen; Helmut Dannerbauer; Benjamin Magnelli; Francisco Miguel Montenegro-Montes; Teppei Okumura; Sy-Yin Pu; Matus Rybak; Amelie Saintonge; Claudia Cicone; Evanthia Hatziminaoglou; Juliëtte Hilhorst; Pamela Klaassen; Minju Lee; Christopher C. Lovell; Andreas Lundgren; Luca Di Mascolo; Tony Mroczkowski; Laura Sommovigo; Mark Booth; Martin A. Cordiner; Rob Ivison; Doug Johnstone; Daizhong Liu; Thomas J. Maccarone; Matthew Smith; Alexander E. Thelen; Sven Wedemeyer,Horizon 2020 Framework Programme; Horizon Europe Framework Programme; Spanish Ministry of Science and Innovation/State Agency of Research; European Research Council; Agence Nationale de la Recherche; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; Norges Forskningsråd; Agencia Estatal de Investigación del Ministerio de Ciencia e Innovación; European Regional Development Fund,Nickolas Kokron; Fabrizio Gentile; Rodrigo Carvajal; Robert M. Yates; Daniel Smith; Hideki Umehata,2024-06-24
Natural sciences4.htm,Natural sciences,Case Study,Atacama Large Aperture Submillimeter Telescope (AtLAST) science: The hidden circumgalactic medium,https://open-research-europe.ec.europa.eu/articles/4-117,N/A,[version 1; peer review: 2 approved],Minju Lee; Alice Schimek; Claudia Cicone; Paola Andreani; Gergo Popping; Laura Sommovigo; Philip N. Appleton; Manuela Bischetti; Sebastiano Cantalupo; Chian-Chou Chen; Helmut Dannerbauer; Carlos De Breuck; Luca Di Mascolo; Bjorn H.C. Emonts; Evanthia Hatziminaoglou; Antonio Pensabene; Francesca Rizzo; Matus Rybak; Sijing Shen; Andreas Lundgren; Mark Booth; Pamela Klaassen; Tony Mroczkowski; Martin A. Cordiner; Doug Johnstone; Eelco van Kampen; Daizhong Liu; Thomas Maccarone; Amelie Saintonge; Matthew Smith; Alexander E. Thelen; Sven Wedemeyer,Horizon 2020 Framework Programme; Horizon Europe Framework Programme; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; European High Performance Computing Joint Undertaking; Norges Forskningsråd; Fondazione Cariplo; ASI-INAF; Agence Nationale de la Recherche,David T. Frayer; Yongda Zhu,2024-06-13
Natural sciences4.htm,Natural sciences,Research Article,Design of robotic traverses on the Archytas Dome on the Moon,https://open-research-europe.ec.europa.eu/articles/4-116,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Lewis Lovell; Isabella C. Adriani; Giacomo Nodjoumi; Javier E. Suarez-Valencia; Daniel Le Corre; Anita Heward; Angelo Pio Rossi; Nick L. J. Cox,Horizon 2020 Framework Programme,Shreya Santra; Mohammad Mehdi Taghavi Nasrabadi; Heidar Malki,2024-06-13
Natural sciences4.htm,Natural sciences,Case Study,Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Resolving the hot and ionized Universe through the Sunyaev-Zeldovich effect,https://open-research-europe.ec.europa.eu/articles/4-113,N/A,"[version 1; peer review: 1 approved, 3 approved with reservations]",Luca Di Mascolo; Yvette Perrott; Tony Mroczkowski; Stefano Andreon; Stefano Ettori; Aurora Simionescu; Srinivasan Raghunathan; Joshiwa van Marrewijk; Claudia Cicone; Minju Lee; Dylan Nelson; Laura Sommovigo; Mark Booth; Pamela Klaassen; Paola Andreani; Martin A. Cordiner; Doug Johnstone; Eelco van Kampen; Daizhong Liu; Thomas J. Maccarone; Thomas W. Morris; Amélie Saintonge; Matthew Smith; Alexander E. Thelen; Sven Wedemeyer,Horizon Europe Framework Programme; Horizon 2020 Framework Programme; Agence Nationale de la Recherche; Royal Society Te Apārangi; ASI-INAF; PRIN-MIUR; Deutsche Forschungsgemeinschaft; Norges Forskningsråd,François-Xavier Désert; Laura Salvati; Elia Stefano Battistelli; Mathieu Remazeilles,2024-06-10
Natural sciences4.htm,Natural sciences,Study Protocol,Exploring our relationship with nature: A modified-Delphi study protocol,https://open-research-europe.ec.europa.eu/articles/4-107,N/A,[version 1; peer review: 2 approved],Cassandra Murphy; Tadhg MacIntyre; Elaine Gallagher,Horizon 2020 Framework Programme,Alexia Barrable; Stephanie Wilkie,2024-05-30
Natural sciences4.htm,Natural sciences,Review,Underground hydrogen storage: The techno-economic perspective,https://open-research-europe.ec.europa.eu/articles/4-17,N/A,"[version 2; peer review: 1 approved, 2 approved with reservations]",Eleni Gianni; Pavlos Tyrologou; Nazaré Couto; Júlio Ferreira Carneiro; Eva Scholtzová; Nikolaos Koukouzas,Horizon 2020 Framework Programme,Zaid Jangda; Soon Hyeong So; Mrityunjay Singh,2024-05-29
Natural sciences4.htm,Natural sciences,Case Study,"Establishment and development of the Center of Plant Systems Biology and Biotechnology in Plovdiv, Bulgaria",https://open-research-europe.ec.europa.eu/articles/3-140,N/A,[version 3; peer review: 2 approved],Tsanko Gechev; Petar Kazakov; Asia Ivanova; Tsvetomira Ivanova; Marina Mircheva; Vasil Kolev; Daniela Ganeva; Veneta Tabakova-Komsalova; Margarita Ruseva; Elitsa Kantardjieva; Vesela S. Kazashka,Horizon 2020 Framework Programme; European Regional Development Fund; Bulgarian National Science Fund,Jose M. Pardo; Panagiotis Moschou,2024-05-29
Natural sciences4.htm,Natural sciences,Research Article,Vortex Circular Dichroism: An experimental technique to assess the scalar/vectorial regime of diffraction,https://open-research-europe.ec.europa.eu/articles/2-142,N/A,[version 2; peer review: 2 approved],Xavier Zambrana-Puyalto; Francesco De Angelis; Vincenzo D'Ambrosio,Horizon 2020 Framework Programme,Alejandro Martínez; Andrew Forbes,2024-05-22
Natural sciences4.htm,Natural sciences,Open Letter,"Multi3Generation: Multitask, Multilingual, and Multimodal Language Generation",https://open-research-europe.ec.europa.eu/articles/3-176,N/A,[version 2; peer review: 2 approved],Elena Lloret; Anabela Barreiro; Mehul Bhatt; Alberto Bugarín-Diz; Gianfranco E. Modoni; Max Silberztein; Iacer Calixto; Grazina Korvel; Konstantinos Diamantaras; Alkiviadis Katsalis; Oleksii Turuta; Irene Russo; Aykut Erdem,Spanish Government; Generalitat Valenciana; Swedish Research Council; European Cooperation in Science and Technology,Eugenio Martínez-Cámara; Marco Polignano,2024-05-21
Natural sciences4.htm,Natural sciences,Open Letter,The FIRE-IN project: Tsunami-risk related practitioner challenges and 3rd cycle overall results,https://open-research-europe.ec.europa.eu/articles/3-5,N/A,"[version 3; peer review: 2 approved, 2 approved with reservations]",Georgios Sakkas; Ioannis Tsaloukidis; Danai Kazantzidou-Firtinidou; Iris Schneider; Vassiliki Kouskouna; Nico Hybbeneth; Claudia Berchtold; Juliane Schlierkamp; Marta Miralles; Sebastien Lahaye; Michel Bour,Horizon 2020 Framework Programme,Jörn Lauterjung; Yong-Jun Lin; Annisa Triyanti; Maria Polese,2024-05-17
Natural sciences4.htm,Natural sciences,Research Article,The release of host-derived antibodies bound to the variant surface glycoprotein (VSG) of Trypanosoma brucei cannot be explained by pH-dependent conformational changes of the VSG dimer,https://open-research-europe.ec.europa.eu/articles/4-87,N/A,[version 1; peer review: 2 approved],Patrick Eirich; Pavel Nesterov; Sergey Shityakov; Ekaterina V. Skorb; Bodo Sander; Jens Broscheit; Thomas Dandekar; Nicola G. Jones; Markus Engstler,Horizon 2020 Framework Programme; Russian Science Foundation; DFG (German Research Society); Ministry of Science and Higher Education of the Russian Federation,Rajender Kumar; Monica R. Mugnier,2024-04-24
Natural sciences5.htm,Natural sciences,Study Protocol,"Archaeological evidence of resource utilisation of walrus, Odobenus rosmarus, over the past two millennia: A systematic review protocol",https://open-research-europe.ec.europa.eu/articles/4-86,N/A,[version 1; peer review: 2 approved],Danielle L. Buss; Katrien Dierickx; Mohsen Falahati-Anbaran; Deirdre Elliot; Lisa K. Rankin; Peter Whitridge; Brenna Frasier; Jean-Simon Richard; Youri van den Hurk; James H. Barrett,Horizon 2020 Framework Programme,Aikaterini Glykou; Jeff Higdon,2024-04-24
Natural sciences5.htm,Natural sciences,Data Note,Greenland 2022 GHOST project: Sampling Greenland geothermal springs - expedition report,https://open-research-europe.ec.europa.eu/articles/4-77,N/A,[version 1; peer review: 3 approved with reservations],Donato Giovannelli; Matteo Selci; Margaret Cramm; James A. Bradley; J. Maarten de Moor; Peter H. Barry; Shaunna M. Morrison; Monica Correggia; Luciano di Iorio; Angelina Cordone; Stefano Caliro; Saemundur A. Halldórsson,Horizon 2020 Framework Programme; Natural Environment Research Council,Jian Gong; Stephen E. Noell; Caleb Rosen; Jaime Alcorta,2024-04-19
Natural sciences5.htm,Natural sciences,Research Article,The orogenic bridge theory: towards a predictive tool for past and future plate tectonics,https://open-research-europe.ec.europa.eu/articles/4-76,N/A,"[version 1; peer review: 1 approved with reservations, 3 not approved]",Jean-Baptiste P. Koehl; Gillian Foulger,Horizon 2020 Framework Programme,Valentin Rime; Laurent Jolivet; Samuel Rybar; Willian Sager,2024-04-18
Natural sciences5.htm,Natural sciences,Brief Report,Spectra without stories: reporting 94% dark and unidentified ancient proteomes,https://open-research-europe.ec.europa.eu/articles/4-71,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Yun Chiang; Frido Welker; Matthew James Collins,Horizon 2020 Framework Programme; Villum Fonden; Danmarks Grundforskningsfond; Carlsbergfondet,Timothy Cleland; Glendon Parker; Virginia Harvey,2024-04-15
Natural sciences5.htm,Natural sciences,Open Letter,Enhanced identification of endocrine disruptors through integration of science-based regulatory practices and innovative methodologies: The MERLON Project,https://open-research-europe.ec.europa.eu/articles/4-68,N/A,[version 1; peer review: 2 approved],Terje Svingen; Anna-Maria Andersson; Julianna Angelova; Marta Axelstad; Julie Bakker; Lisa Baumann; Anna Beronius; Nora Bouftas; Frederic Chalmel; Sofie Christiansen; Charlotte Cornil; Pauliina Damdimopoulou; Deepika Deepika; Martijn E. T. Dollé; Monica Kam Draskau; Margit Bistrup Fischer; Casper P. Hagen; Ellen Hessel; Marie Louise Holmer; Samantha Hughes; Genon Jensen; Hanna Katarina Lilith Johansson; Anders Juul; Vikas Kumar; Saurav Kumar; Aurélie Lardenois; Katharina M. Main; Severine Mazaud-Guittot; S. Jannicke Moe; Gylli Mola; Anne-Simone Parent; Rafael Pineda; Antoine Rolland; Anna Kjerstine Rosenmai; You Song; Antonio Suglia; Manuel Tena-Sempere; Lydia Wehrli; Johanna Zilliacus; Majorie van Duursen,HORIZON EUROPE Framework Programme,Andrea Terron; Qi Wang,2024-04-12
Natural sciences5.htm,Natural sciences,Research Article,Social Embeddings: Concept and Initial Investigation,https://open-research-europe.ec.europa.eu/articles/4-63,N/A,[version 1; peer review: 2 approved with reservations],Séverin Lemaignan; Antonio Andriella; Lorenzo Ferrini; Luka Juricic; Youssef Mohamed; Raquel Ros,Horizon 2020 Framework Programme,Bing Li; Tatjana A. Nazir; Carlo Mazzola,2024-04-11
Natural sciences5.htm,Natural sciences,Review,Hard Candy Production and Quality Parameters: A review,https://open-research-europe.ec.europa.eu/articles/4-60,N/A,[version 1; peer review: 2 approved],Baris Ozel; Sena Kuzu; Mehmet Ali Marangoz; Sarper Dogdu; Robert H. Morris; Mecit H. Oztop,Horizon 2020 Framework Programme,Diana Lo; Indri Juliyarsi,2024-03-26
Natural sciences5.htm,Natural sciences,Research Article,Food shaped photosynthesis: Photophysiology of the sea slug Elysia viridis fed with two alternative chloroplast donors,https://open-research-europe.ec.europa.eu/articles/3-107,N/A,[version 2; peer review: 2 approved],Luca Morelli; Paulo Cartaxana; Sónia Cruz,Horizon Europe Framework Programme; Fundação para a Ciência e a Tecnologia,Yoichi Yusa; Rachael M Wade,2024-03-13
Natural sciences5.htm,Natural sciences,Software Tool Article,OLEAtool: An open-source software for morphopalynological research in Olea europaea L. pollen,https://open-research-europe.ec.europa.eu/articles/3-29,N/A,[version 2; peer review: 2 approved],Gabriel Servera-Vives; Cristina Ricucci; Grant Snitker,"Horizon 2020 Framework Programme; U.S. Forest Service; Ministry of Science, Innovation and Universities, Spanish Government; Oak Ridge Institute for Science and Education",Sebastian Pérez-Díaz; Sandra Garcés Pastor,2024-03-11
Natural sciences5.htm,Natural sciences,Essay,Artificial Intelligence Technologies and Practical Normativity/Normality: Investigating Practices beyond the Public Space,https://open-research-europe.ec.europa.eu/articles/3-160,N/A,"[version 2; peer review: 4 approved, 1 approved with reservations]",Ingvild Bode; Hendrik Huelss,Horizon 2020 Framework Programme,Marijn Hoijtink; Marion Laurence; Damián Tuset Varela; Haekal Al Asyari; Max Lesch,2024-03-11
Natural sciences5.htm,Natural sciences,Research Article,Addressing ocean planning challenges in a highly crowded sea space: a case study for the regional sea of Catalonia (Western Mediterranean),https://open-research-europe.ec.europa.eu/articles/4-46,N/A,[version 1; peer review: 2 approved],Daniel Depellegrin; Stefano Menegon; Andrej Abramic; Simón Aguado Hernandez; Francesca Larosa; Santiago Salvador; Carolina Marti Llambrich,Horizon 2020 Framework Programme; Xunta of Galicia,Humood Naser; Aurelija Armoskaite,2024-03-01
