题目,链接,发表时间,资助者个数,资助者名称,文章ID,标准化资助者名称,是否_H2020,是否_HEurope,是否_双重资助,是否_均无资助
Evolving requirements for materials modelling software and underlying method developments: an inventory and future outlook,https://open-research-europe.ec.europa.eu/articles/2-86,2022-08-01,2,Science and Technology Facilities Council,2-86,science and technology facilities council,True,False,False,False
Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean,https://open-research-europe.ec.europa.eu/articles/1-43,2022-07-29,3,Horizon 2020 Framework Programme,1-43,horizon 2020 framework programme,True,False,False,False
Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean,https://open-research-europe.ec.europa.eu/articles/1-43,2022-07-29,3,National Centre for Earth Observation,1-43,national centre for earth observation,True,False,False,False
Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean,https://open-research-europe.ec.europa.eu/articles/1-43,2022-07-29,3,Natural Environment Research Council,1-43,natural environment research council,True,False,False,False
Measuring the impact of publicly funded open innovation programmes: the case of Data Market Services Accelerator,https://open-research-europe.ec.europa.eu/articles/1-71,2022-07-28,1,Horizon 2020 Framework Programme,1-71,horizon 2020 framework programme,True,False,False,False
Recycling of platinum group metals from energy storage devices: a techno-economical business plan analysis,https://open-research-europe.ec.europa.eu/articles/2-92/v1,2022-07-27,2,Horizon 2020 Framework Programme,2-92,horizon 2020 framework programme,True,False,False,False
Recycling of platinum group metals from energy storage devices: a techno-economical business plan analysis,https://open-research-europe.ec.europa.eu/articles/2-92/v1,2022-07-27,2,NSRF 2014-2020,2-92,nsrf 2014-2020,True,False,False,False
Co-creation methodology with Smart technologies in Health and well-being to enable communication between isolated and disperse small communities: a literature review,https://open-research-europe.ec.europa.eu/articles/2-2/v1,2022-07-25,1,Horizon 2020 Framework Programme,2-2,horizon 2020 framework programme,True,False,False,False
Human papillomavirus (HPV) detection in vaginal self-samples: evaluation of eNat® as an alternative suspension medium to ThinPrep®PreservCyt® for vaginal swabs,https://open-research-europe.ec.europa.eu/articles/2-35,2022-07-22,1,Horizon 2020 Framework Programme,2-35,horizon 2020 framework programme,True,False,False,False
Data assimilation and agent-based modelling: towards the incorporation of categorical agent parameters,https://open-research-europe.ec.europa.eu/articles/1-131,2022-07-20,2,Horizon 2020 Framework Programme,1-131,horizon 2020 framework programme,True,False,False,False
Data assimilation and agent-based modelling: towards the incorporation of categorical agent parameters,https://open-research-europe.ec.europa.eu/articles/1-131,2022-07-20,2,Leeds Institute for Data Analytics,1-131,leeds institute for data analytics,True,False,False,False
Effective inter-organisational networks for Responsible Research and Innovation and global sustainability: a scoping review,https://open-research-europe.ec.europa.eu/articles/1-144,2022-07-20,1,Horizon 2020 Framework Programme,1-144,horizon 2020 framework programme,True,False,False,False
Qudi-HiM: an open-source acquisition software package for highly multiplexed sequential and combinatorial optical imaging,https://open-research-europe.ec.europa.eu/articles/2-46,2022-07-19,3,Horizon 2020 Framework Programme,2-46,horizon 2020 framework programme,True,False,False,False
Qudi-HiM: an open-source acquisition software package for highly multiplexed sequential and combinatorial optical imaging,https://open-research-europe.ec.europa.eu/articles/2-46,2022-07-19,3,Fondation Bettencourt Schueller,2-46,fondation bettencourt schueller,True,False,False,False
Qudi-HiM: an open-source acquisition software package for highly multiplexed sequential and combinatorial optical imaging,https://open-research-europe.ec.europa.eu/articles/2-46,2022-07-19,3,French National Research Agency,2-46,french national research agency,True,False,False,False
Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,https://open-research-europe.ec.europa.eu/articles/1-98,2022-07-13,7,Horizon 2020 Framework Programme,1-98,horizon 2020 framework programme,True,False,False,False
Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,https://open-research-europe.ec.europa.eu/articles/1-98,2022-07-13,7,China Scholarship Council,1-98,china scholarship council,True,False,False,False
Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,https://open-research-europe.ec.europa.eu/articles/1-98,2022-07-13,7,Agencia Estatal de Investigación of Spain,1-98,agencia estatal de investigación of spain,True,False,False,False
Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,https://open-research-europe.ec.europa.eu/articles/1-98,2022-07-13,7,Ministerio de Ciencia e Innovación,1-98,ministerio de ciencia e innovación,True,False,False,False
Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,https://open-research-europe.ec.europa.eu/articles/1-98,2022-07-13,7,"Spanish Ministry of Economy, Industry and Competitiveness (MINECO)",1-98,"spanish ministry of economy, industry and competitiveness (mineco)",True,False,False,False
Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,https://open-research-europe.ec.europa.eu/articles/1-98,2022-07-13,7,King Saud University,1-98,king saud university,True,False,False,False
Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,https://open-research-europe.ec.europa.eu/articles/1-98,2022-07-13,7,Junta de Castilla y León,1-98,junta de castilla y león,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,Horizon 2020 Framework Programme,2-45,horizon 2020 framework programme,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,Suomen Kulttuurirahasto,2-45,suomen kulttuurirahasto,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,Jane ja Aatos Erkon Säätiö,2-45,jane ja aatos erkon säätiö,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,Fondazione Regionale per la Ricerca Biomedica,2-45,fondazione regionale per la ricerca biomedica,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,ERAPERMED2019-101,2-45,erapermed2019-101,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,Instrumentariumin Tiedesäätiö,2-45,instrumentariumin tiedesäätiö,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,Tiny Blue Dot Foundation,2-45,tiny blue dot foundation,True,False,False,False
Local brain-state dependency of effective connectivity: a pilot TMS–EEG study,https://open-research-europe.ec.europa.eu/articles/2-45/v1,2022-07-11,8,Academy of Finland,2-45,academy of finland,True,False,False,False
Methods based on a semi-empirical model for simulating scroll compressors with HFC and HFO refrigerants,https://open-research-europe.ec.europa.eu/articles/1-148,2022-07-07,1,Horizon 2020 Framework Programme,1-148,horizon 2020 framework programme,True,False,False,False
Implementation of a pan-European ecosystem and an interoperable platform for Smart and Healthy Ageing in Europe: An Innovation Action research protocol,https://open-research-europe.ec.europa.eu/articles/2-85,2022-07-04,1,Horizon 2020 Framework Programme,2-85,horizon 2020 framework programme,True,False,False,False
Nanosized titanium dioxide particle emission potential from a commercial indoor air purifier photocatalytic surface: A case study,https://open-research-europe.ec.europa.eu/articles/2-84,2022-07-04,1,Horizon 2020 Framework Programme,2-84,horizon 2020 framework programme,True,False,False,False
Identifying knowledge gaps for successful restorative aquaculture of Ostrea edulis: a bibliometric analysis,https://open-research-europe.ec.europa.eu/articles/1-103,2022-06-30,1,Horizon 2020 Framework Programme,1-103,horizon 2020 framework programme,True,False,False,False
The development of a four-tier test to evaluate training in responsible conduct of research,https://open-research-europe.ec.europa.eu/articles/1-90,2022-06-24,1,Horizon 2020 Funding,1-90,horizon 2020 funding,True,False,False,False
“Frenemies” of innovation: understanding the role of coopetition in service innovation in emerging markets,https://open-research-europe.ec.europa.eu/articles/2-25,2022-06-21,1,Horizon 2020 Framework Programme,2-25,horizon 2020 framework programme,True,False,False,False
Financing conditions of renewable energy projects – results from an EU wide survey,https://open-research-europe.ec.europa.eu/articles/1-136/v1,2022-06-20,1,Horizon 2020 Framework Programme,1-136,horizon 2020 framework programme,True,False,False,False
Numerical study of two heat exchangers for the cooling of a battery pack for an electric vehicle,https://open-research-europe.ec.europa.eu/articles/2-81/v1,2022-06-20,1,Horizon 2020 Framework Programme,2-81,horizon 2020 framework programme,True,False,False,False
"­­­Mechanical behavior of textile reinforced alkali-activated mortar based on fly ash, metakaolin and ladle furnace slag",https://open-research-europe.ec.europa.eu/articles/2-79,2022-06-17,1,Horizon 2020 Framework Programme,2-79,horizon 2020 framework programme,True,False,False,False
