标题;链接;作者;机构;国家;大学
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Niloofar Katiraee;Department of Management and Engineering, Universita degli Studi di Padova, Vicenza;Italy;Universita degli Studi di Padova
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Nicola Berti;Department of Management and Engineering, Universita degli Studi di Padova, Vicenza;Italy;Universita degli Studi di Padova
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Ajay Das;Narendra Paul Loomba Department of Management, Baruch College, New York;USA;
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Ilenia Zennaro;Department of Management and Engineering, Universita degli Studi di Padova, Vicenza;Italy;Universita degli Studi di Padova
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Riccardo Aldrighetti;Department of Management and Engineering, Universita degli Studi di Padova, Vicenza;Italy;Universita degli Studi di Padova
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Vlado Dimovski;School of Economics and Business, University of Ljubljana, Ljubljana;Slovenia;University of Ljubljana
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Darja Peljhan;School of Economics and Business, University of Ljubljana, Ljubljana;Slovenia;University of Ljubljana
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Debra Dobbs;School of Aging Studies, University of South Florida, Tampa;USA;University of South Florida
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Christoph Glock;Institute of Production and Supply Chain Management, Technische Universitat Darmstadt, Darmstadt;Germany;Technische Universitat Darmstadt
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Gail Pacheco;NZ Work Research Institute, Auckland University of Technology, Auckland;New Zealand;Auckland University of Technology
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Patrick Neumann;Department of Mechanical and Industrial Engineering, Toronto Metropolitan University, Toronto;Canada;Toronto Metropolitan University
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Ami Ogawa;Department of System Design Engineering, Faculty of Science and Technology, Keio University, Minato;Japan;Keio University
A new roadmap for an age-inclusive workforce management practice and an international policies comparison;https://open-research-europe.ec.europa.eu/articles/4-85;Daria Battini;Department of Management and Engineering, Universita degli Studi di Padova, Vicenza;Italy;Universita degli Studi di Padova
The Mousterian in North-Western Tuscany: publishing fieldwork documentation leads to a new stratigraphical interpretation of the Piano di Mommio sites;https://open-research-europe.ec.europa.eu/articles/4-37;Jacopo Gennai;Civilisations and Forms of Knowledge, University of Pisa, Pisa, Tuscany, 56126;Italy;University of Pisa
Experimental insights on biofouling growth in marine renewable structures;https://open-research-europe.ec.europa.eu/articles/2-108;Pedro Almeida Vinagre;Environment and Licensing, WavEC Offshore Renewables, Lisbon;Portugal;
Experimental insights on biofouling growth in marine renewable structures;https://open-research-europe.ec.europa.eu/articles/2-108;Gonçalo Fonseca;Engineering and Operations, WavEC Offshore Renewables, Lisbon;Portugal;
Experimental insights on biofouling growth in marine renewable structures;https://open-research-europe.ec.europa.eu/articles/2-108;Mário Vieira;Engineering and Operations, WavEC Offshore Renewables, Lisbon;Portugal;
Understanding Syrian migration in Lebanon: a methodological framework;https://open-research-europe.ec.europa.eu/articles/3-137;Maria Gabriella Trovato;Department of Landscape Architecture, Faculty of Landscape and Society, Norwegian University of Life Sciences, Ås;Norway;Norwegian University of Life Sciences
Understanding Syrian migration in Lebanon: a methodological framework;https://open-research-europe.ec.europa.eu/articles/3-137;Nayla Al-Akl;Landscape Design and Ecosystem Management, American University of Beirut, Beirut, Beirut Governorate;Lebanon;American University of Beirut
Understanding Syrian migration in Lebanon: a methodological framework;https://open-research-europe.ec.europa.eu/articles/3-137;Dana Ali;Independent researcher, Beirut;Lebanon;
Universal mental health training for frontline professionals: evaluation of pilot trial in Ukraine;https://open-research-europe.ec.europa.eu/articles/4-19;Viktoriia Gorbunova;Department of Behavioural and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette, Luxembourg District, L-4365;Luxembourg;University of Luxembourg
Universal mental health training for frontline professionals: evaluation of pilot trial in Ukraine;https://open-research-europe.ec.europa.eu/articles/4-19;Vitalii Klymchuk;Department of Social Sciences, University of Luxembourg, Esch-sur-Alzette, Luxembourg District, L-4365;Luxembourg;University of Luxembourg
Universal mental health training for frontline professionals: evaluation of pilot trial in Ukraine;https://open-research-europe.ec.europa.eu/articles/4-19;Nataliia Portnytska;Socio-Psychological Faculty, Zhytomyr Ivan Franko State University, Zhytomyr, Zhytomyr Oblast, 10002;Ukraine;Zhytomyr Ivan Franko State University
Universal mental health training for frontline professionals: evaluation of pilot trial in Ukraine;https://open-research-europe.ec.europa.eu/articles/4-19;Olha Savychenko;Socio-Psychological Faculty, Zhytomyr Ivan Franko State University, Zhytomyr, Zhytomyr Oblast, 10002;Ukraine;Zhytomyr Ivan Franko State University
Universal mental health training for frontline professionals: evaluation of pilot trial in Ukraine;https://open-research-europe.ec.europa.eu/articles/4-19;Iryna Tychyna;Socio-Psychological Faculty, Zhytomyr Ivan Franko State University, Zhytomyr, Zhytomyr Oblast, 10002;Ukraine;Zhytomyr Ivan Franko State University
Universal mental health training for frontline professionals: evaluation of pilot trial in Ukraine;https://open-research-europe.ec.europa.eu/articles/4-19;Georges Steffgen;Department of Behavioural and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette, Luxembourg District, L-4365;Luxembourg;University of Luxembourg
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Lewis Lovell;School of Environmental Sciences, University of East Anglia, Norwich, England, NR4 7TJ;UK;University of East Anglia
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Isabella C. Adriani;University of Rome La Sapienza, Rome, Lazio, 00185;Italy;University of Rome La Sapienza
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Giacomo Nodjoumi;Constructor University, Bremen, 28759;Germany;Constructor University
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Javier E. Suarez-Valencia;Constructor University, Bremen, 28759;Germany;Constructor University
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Daniel Le Corre;Centre for Astrophysics and Planetary Science, University of Kent, Canterbury, England, CT2 7NH;UK;University of Kent
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Anita Heward;Dill Faulkes Educational Trust, London, England, EC3M 6BN;UK;
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Angelo Pio Rossi;Constructor University, Bremen, 28759;Germany;Constructor University
Design of robotic traverses on the Archytas Dome on the Moon;https://open-research-europe.ec.europa.eu/articles/4-116;Nick L. J. Cox;Centre d'Etudes et de Recherche de Grasse, Grasse, 06130;France;
What type of social media posts about sustainable construction is better for audience engagement?;https://open-research-europe.ec.europa.eu/articles/4-24;Lea Primožič;InnoRenew CoE, Koper;Slovenia;
What type of social media posts about sustainable construction is better for audience engagement?;https://open-research-europe.ec.europa.eu/articles/4-24;Franz Dolezal;IBO – Austrian Institute for Building and Ecology, Vienna;Austria;
What type of social media posts about sustainable construction is better for audience engagement?;https://open-research-europe.ec.europa.eu/articles/4-24;Rok Prislan;InnoRenew CoE, Koper;Slovenia;
What type of social media posts about sustainable construction is better for audience engagement?;https://open-research-europe.ec.europa.eu/articles/4-24;Andreja Kutnar;InnoRenew CoE, Koper;Slovenia;
Boundaries of the built environment: defining the significance of the material presence of spatial morphology in social life;https://open-research-europe.ec.europa.eu/articles/3-184;Benjamin N. Vis;Facultad de Arquitectura, Universidad Autónoma de Yucatán, Mérida, Yucatan, 97000;Mexico;Universidad Autónoma de Yucatán
Labour migration of young women from the village to the capital in Bulgaria: A case study of woman servantry in Vakarel;https://open-research-europe.ec.europa.eu/articles/4-13;Petko Hristov;Institute of Ethnology and Folklore Studies with Ethnographic Museum, Bulgarian Academy of Sciences, Sofia, 1000;Bulgaria;
Labour migration of young women from the village to the capital in Bulgaria: A case study of woman servantry in Vakarel;https://open-research-europe.ec.europa.eu/articles/4-13;Niya Spasova;Institute of Ethnology and Folklore Studies with Ethnographic Museum, Bulgarian Academy of Sciences, Sofia, 1000;Bulgaria;
Large Language Models and OpenLogos: An Educational Case Scenario;https://open-research-europe.ec.europa.eu/articles/4-110;Andrijana Pavlova;“Krste Misirkov”, UKIM, Institute of Macedonian Language, Skopje;North Macedonia;
Large Language Models and OpenLogos: An Educational Case Scenario;https://open-research-europe.ec.europa.eu/articles/4-110;Branislav Gerazov;UKIM, Faculty of Electrical Engineering and Information Technologies, Skopje;North Macedonia;
