题目;链接;姓名;机构;国家;状态
A primer for choosing, designing and evaluating registered reports for qualitative methods;https://open-research-europe.ec.europa.eu/articles/3-22;Corina Logan;Max Planck Institute for Evolutionary Anthropology;Germany;Normal
A primer for choosing, designing and evaluating registered reports for qualitative methods;https://open-research-europe.ec.europa.eu/articles/3-22;Bogdana Huma;Vrije Universiteit Amsterdam;The Netherlands;Normal
Exiled lives on the stage: Support networks and programs for artists at risk from Turkey in Germany;https://open-research-europe.ec.europa.eu/articles/3-109;Ozlem Savas;European University Viadrina;Germany;Normal
Exiled lives on the stage: Support networks and programs for artists at risk from Turkey in Germany;https://open-research-europe.ec.europa.eu/articles/3-109;Deniz Basar;Bogazici University;Turkey;Normal
Exiled lives on the stage: Support networks and programs for artists at risk from Turkey in Germany;https://open-research-europe.ec.europa.eu/articles/3-109;Kerem Halil-Latif Oktem;Ca' Foscari University of Venice;Italy;Normal
Microstructural characterization of near-surface microstructures on rail wheels in service – an insight into “stratified surface layers”;https://open-research-europe.ec.europa.eu/articles/3-73;Christoph Gammer;Austrian Academy of Sciences;Austria;Normal
Microstructural characterization of near-surface microstructures on rail wheels in service – an insight into “stratified surface layers”;https://open-research-europe.ec.europa.eu/articles/3-73;Roumen H. Petrov;Universiteit Gent;Belgium;Normal
The missing piece. The perceived marginalization of CSOs and HRGs in SOSTs’ decision-making processes: a review;https://open-research-europe.ec.europa.eu/articles/3-21;Elena Mihajlova Stratilati;Ss. Cyril and Methodius University in Skopje;North Macedonia;Normal
The missing piece. The perceived marginalization of CSOs and HRGs in SOSTs’ decision-making processes: a review;https://open-research-europe.ec.europa.eu/articles/3-21;Wojciech Opioła;University of Opole;Poland;Normal
The missing piece. The perceived marginalization of CSOs and HRGs in SOSTs’ decision-making processes: a review;https://open-research-europe.ec.europa.eu/articles/3-21;Denis Duez;Université Saint-Louis - Bruxelles;Belgium;Normal
The missing piece. The perceived marginalization of CSOs and HRGs in SOSTs’ decision-making processes: a review;https://open-research-europe.ec.europa.eu/articles/3-21;Clemens Binder;University of Copenhagen;Denmark;Normal
The missing piece. The perceived marginalization of CSOs and HRGs in SOSTs’ decision-making processes: a review;https://open-research-europe.ec.europa.eu/articles/3-21;Sarah Perret;Lille Catholic University;France;Normal
Ontologies in digital twin: Methodology, lessons learned and practical approach;https://open-research-europe.ec.europa.eu/articles/3-105/v1;Xiao Li;The University of Hong Kong;Hong Kong;Normal
Ontologies in digital twin: Methodology, lessons learned and practical approach;https://open-research-europe.ec.europa.eu/articles/3-105/v1;Edlira Kalemi Vakaj;Birmingham City University;UK;Normal
Ontologies in digital twin: Methodology, lessons learned and practical approach;https://open-research-europe.ec.europa.eu/articles/3-105/v1;Mohamad Kassem;Newcastle University;UK;Normal
Ontologies in digital twin: Methodology, lessons learned and practical approach;https://open-research-europe.ec.europa.eu/articles/3-105/v1;Claudio Mirarchi;Politecnico di Milano;Italy;Normal
Investigating antiquities trafficking with generative pre-trained transformer (GPT)-3 enabled knowledge graphs: A case study;https://open-research-europe.ec.europa.eu/articles/3-100;Dante Abate;ERATOSTHENES Centre of Excellence;Cyprus;Normal
Investigating antiquities trafficking with generative pre-trained transformer (GPT)-3 enabled knowledge graphs: A case study;https://open-research-europe.ec.europa.eu/articles/3-100;Martin Berger;Leiden University;The Netherlands;Normal
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;Anish Thekkumkara Surendran Nair;Government Medical College Thiruvananthapuram;India;Normal
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;Shu Xu;New York University;USA;Normal
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;Jaana Sepp;Tallinn Health Care College;Estonia;Normal
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;Camilla Wikström-Grotell;Mälardalen University;Sweden;Normal
Experiences with a training DSW knowledge model for early-stage researchers;https://open-research-europe.ec.europa.eu/articles/3-97/v1;Fotis Psomopoulos;Centre of Research and Technology Hellas;Greece;Normal
Experiences with a training DSW knowledge model for early-stage researchers;https://open-research-europe.ec.europa.eu/articles/3-97/v1;Rob Hooft;Dutch Techcentre for Life Sciences;The Netherlands;Normal
Experiences with a training DSW knowledge model for early-stage researchers;https://open-research-europe.ec.europa.eu/articles/3-97/v1;Christine R. Kirkpatrick;UC San Diego Foundation;USA;Normal
Experiences with a training DSW knowledge model for early-stage researchers;https://open-research-europe.ec.europa.eu/articles/3-97/v1;Natalie Meyers;University of Notre Dame;USA;Normal
Thickening the border: a transnational sovereign assemblage and the privatization of sovereignty;https://open-research-europe.ec.europa.eu/articles/3-92;Martin Klatt;University of Southern Denmark;Denmark;Normal
Thickening the border: a transnational sovereign assemblage and the privatization of sovereignty;https://open-research-europe.ec.europa.eu/articles/3-92;Eeva-Kaisa Prokkola;University of Oulu;Finland;Normal
Knowledge sharing and discovery across heterogeneous research infrastructures;https://open-research-europe.ec.europa.eu/articles/1-68;Robert Huber;Swiss Federal Institutes of Technology Zurich ETHZ;Switzerland;Normal
Knowledge sharing and discovery across heterogeneous research infrastructures;https://open-research-europe.ec.europa.eu/articles/1-68;Rebecca Koskela;University of New Mexico;USA;Normal
Knowledge sharing and discovery across heterogeneous research infrastructures;https://open-research-europe.ec.europa.eu/articles/1-68;Giacomo Marzi;University of Trieste;Italy;Normal
Mapping the international ecosystem of national health data spaces. A scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-87;Mate Beštek;IT University of Copenhagen;Denmark;Normal
Mapping the international ecosystem of national health data spaces. A scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-87;Rada Hussein;Ludwig Boltzmann Gesellschaft;Austria;Normal
Mapping the international ecosystem of national health data spaces. A scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-87;Sandra Geisler;RWTH Aachen University;Germany;Normal
China’s peripheries: the cases of Tibet and Xinjiang;https://open-research-europe.ec.europa.eu/articles/3-86;David O'Brien;Ruhr-Universitat Bochum;Germany;Normal
China’s peripheries: the cases of Tibet and Xinjiang;https://open-research-europe.ec.europa.eu/articles/3-86;Johannes Küchler;TU Berlin University;Germany;Normal
China’s peripheries: the cases of Tibet and Xinjiang;https://open-research-europe.ec.europa.eu/articles/3-86;Stefanie Kam;Nanyang Technological University;Singapore;Normal
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;Gianluca Volpe;Istituto di Scienze Marine (CNR-ISMAR);Italy;Normal
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;Griet Neukermans;Ghent University;Belgium;Normal
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;Sandy J. Thomalla;CSIR;South Africa;Normal
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;Carolina Amadio;Istituto Nazionale di Oceanografia e di Geofisica Sperimentale OGS;Italy;Normal
Curating and extending data for language comparison in Concepticon and NoRaRe;https://open-research-europe.ec.europa.eu/articles/2-141;Gemma Boleda;Universitat Pompeu Fabra;Spain;Normal
Curating and extending data for language comparison in Concepticon and NoRaRe;https://open-research-europe.ec.europa.eu/articles/2-141;Thanasis Georgakopoulos;Aristotle University of Thessaloniki;Greece;Normal
"ENISA: 5G design and architecture of global mobile networks; threats, risks, vulnerabilities; cybersecurity considerations";https://open-research-europe.ec.europa.eu/articles/2-125;Marina Settembre;Fondazione Ugo Bordoni;Italy;Normal
"ENISA: 5G design and architecture of global mobile networks; threats, risks, vulnerabilities; cybersecurity considerations";https://open-research-europe.ec.europa.eu/articles/2-125;Geir M. Køien;University of South-Eastern Norway;Norway;Normal
"ENISA: 5G design and architecture of global mobile networks; threats, risks, vulnerabilities; cybersecurity considerations";https://open-research-europe.ec.europa.eu/articles/2-125;Franco Callegati;University of Bologna;Italy;Normal
Introducing patient-centric electronic medicine leaflets in the European Union;https://open-research-europe.ec.europa.eu/articles/3-84/v1;Amber Young;University of Otago;New Zealand;Normal
Introducing patient-centric electronic medicine leaflets in the European Union;https://open-research-europe.ec.europa.eu/articles/3-84/v1;Pauline May;East Lancashire Hospitals NHS Trust;UK;Normal
Introducing patient-centric electronic medicine leaflets in the European Union;https://open-research-europe.ec.europa.eu/articles/3-84/v1;Golda Cohen;Université d'Angers;France;Normal
