题目;链接;发表时间;资助者个数;资助者名称
A Google Earth Engine-enabled Python approach for the identification of anthropogenic palaeo-landscape features;https://open-research-europe.ec.europa.eu/articles/1-22;2021-09-03;1;Horizon 2020 Framework Programme
pyam: Analysis and visualisation of integrated assessment and macro-energy scenarios;https://open-research-europe.ec.europa.eu/articles/1-74;2021-09-01;1;Horizon 2020 Framework Programme
Direct oligonucleotide sequencing with nanopores;https://open-research-europe.ec.europa.eu/articles/1-47;2021-08-24;1;Horizon 2020 Framework Programme
An environmental evaluation framework for planning and monitoring of nature based solutions for sustainable urban management;https://open-research-europe.ec.europa.eu/articles/1-97;2021-08-20;1;Horizon 2020 Framework Programme
Improving the touchscreen-based food approach-avoidance task: remediated block-order effects and initial findings regarding validity;https://open-research-europe.ec.europa.eu/articles/1-15;2021-08-20;2;Horizon 2020 Framework Programme
Improving the touchscreen-based food approach-avoidance task: remediated block-order effects and initial findings regarding validity;https://open-research-europe.ec.europa.eu/articles/1-15;2021-08-20;2;Austrian Science Fund
Development of an innovative process involving the use of ionic liquids for the recovery and purification of rare earths from permanent magnets and NIMH batteries;https://open-research-europe.ec.europa.eu/articles/1-89;2021-08-04;1;Horizon 2020 Framework Programme
Conditions of life and death at Panama Viejo: a bioarchaeological study of human skeletal remains (1519-1671);https://open-research-europe.ec.europa.eu/articles/1-88;2021-08-04;1;Horizon 2020 Framework Programme
The SUNShINE platform: efficiency, transparency and standardization in the dEEP renovation process of multi-family buildings;https://open-research-europe.ec.europa.eu/articles/1-86;2021-07-28;1;Horizon 2020 Framework Programme
‘Care literacy’ in super aging Japan;https://open-research-europe.ec.europa.eu/articles/1-85;2021-07-27;1;Horizon 2020 Framework Programme
Presence, flow, and narrative absorption: an interdisciplinary theoretical exploration with a new spatiotemporal integrated model based on predictive processing;https://open-research-europe.ec.europa.eu/articles/1-28;2021-07-23;1;Horizon 2020 Framework Programme
The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies;https://open-research-europe.ec.europa.eu/articles/1-23;2021-07-21;1;Horizon 2020 Framework Programme
Naïve, unenculturated chimpanzees fail to make and use flaked stone tools;https://open-research-europe.ec.europa.eu/articles/1-20;2021-07-15;2;Horizon 2020 Framework Programme
Naïve, unenculturated chimpanzees fail to make and use flaked stone tools;https://open-research-europe.ec.europa.eu/articles/1-20;2021-07-15;2;Deutsche Forschungsgemeinschaft
Safeguarding COVID-19 and cancer management: drug design and therapeutic approach;https://open-research-europe.ec.europa.eu/articles/1-77;2021-07-05;2;Horizon 2020 Framework Programme
Safeguarding COVID-19 and cancer management: drug design and therapeutic approach;https://open-research-europe.ec.europa.eu/articles/1-77;2021-07-05;2;European Cooperation in Science and Technology
The existential stakes of platform governance: a critical literature review;https://open-research-europe.ec.europa.eu/articles/1-31;2021-07-01;1;Horizon 2020 Framework Programme
Simple and robust method for determination of laser fluence thresholds for material modifications: an extension of Liu’s approach to imperfect beams;https://open-research-europe.ec.europa.eu/articles/1-7;2021-06-25;1;Horizon 2020 Framework Programme
Assessment of exposure determinants and exposure levels by using stationary concentration measurements and a probabilistic near-field/far-field exposure model;https://open-research-europe.ec.europa.eu/articles/1-72;2021-06-21;1;Horizon 2020 Framework Programme
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives;https://open-research-europe.ec.europa.eu/articles/1-25;2021-06-21;3;Horizon 2020 Framework Programme
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives;https://open-research-europe.ec.europa.eu/articles/1-25;2021-06-21;3;Seventh Framework Programme
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives;https://open-research-europe.ec.europa.eu/articles/1-25;2021-06-21;3;Danmarks Frie Forskningsfond
Application of solar-based oxidation to the management of empty pesticide container rinse water in Bolivia;https://open-research-europe.ec.europa.eu/articles/1-70;2021-06-18;1;Horizon 2020 Framework Programme
Technologies for an inclusive robotics education;https://open-research-europe.ec.europa.eu/articles/1-40;2021-06-18;1;Horizon 2020 Framework Programme
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines;https://open-research-europe.ec.europa.eu/articles/1-69;2021-06-16;4;Horizon 2020 Framework Programme
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines;https://open-research-europe.ec.europa.eu/articles/1-69;2021-06-16;4;Canadian Cancer Genome Collaboratory
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines;https://open-research-europe.ec.europa.eu/articles/1-69;2021-06-16;4;US National Science Foundation
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines;https://open-research-europe.ec.europa.eu/articles/1-69;2021-06-16;4;Royal Irish Academy
A summer of phobias: media discourses on ‘radical’ acts of dissent against ‘mass tourism’ in Barcelona;https://open-research-europe.ec.europa.eu/articles/1-66;2021-06-10;1;Horizon 2020 Framework Programme
A philosophy of birth: if you want to change the world, change the conversation;https://open-research-europe.ec.europa.eu/articles/1-65;2021-06-10;2;Philosophy of Birth: Rethinking the Origin from Medical Humanities [PHILBIRTH]
A philosophy of birth: if you want to change the world, change the conversation;https://open-research-europe.ec.europa.eu/articles/1-65;2021-06-10;2;Controversies in Childbirth: from Epistemology to Practices [VOICEs
Building long-term vision for rural areas through multi-actor platforms: a preliminary study in the Emilia-Romagna region;https://open-research-europe.ec.europa.eu/articles/1-41;2021-05-26;1;Horizon 2020 Framework Programme
Promoting citizen science in the energy sector: Generation Solar, an open database of small-scale solar photovoltaic installations;https://open-research-europe.ec.europa.eu/articles/1-21;2021-05-21;1;Horizon 2020 Framework Programme
The abTEM code: transmission electron microscopy from first principles;https://open-research-europe.ec.europa.eu/articles/1-24;2021-05-21;1;Horizon 2020 Framework Programme
Coexistence of chaotic attractor and unstable limit cycles in a 3D dynamical system;https://open-research-europe.ec.europa.eu/articles/1-50;2021-05-17;2;Horizon 2020 Framework Programme
Coexistence of chaotic attractor and unstable limit cycles in a 3D dynamical system;https://open-research-europe.ec.europa.eu/articles/1-50;2021-05-17;2;National Social Science Fund of China
Leveraging the trust of nurses to advance a digital agenda in Europe: a critical review of health policy literature;https://open-research-europe.ec.europa.eu/articles/1-26;2021-05-13;1;Horizon 2020 Framework Programme
Academic promotion and leadership: ‘moving the needle’ for the enhancement of gender equality in Tunisian higher education institutional members of the RMEI network following the TARGET framework;https://open-research-europe.ec.europa.eu/articles/1-14;2021-05-13;1;Horizon 2020 Framework Programme
Protecting antiquities in early modern Rome: the papal edicts as paradigms for the heritage safeguard in Europe;https://open-research-europe.ec.europa.eu/articles/1-48;2021-05-13;1;Horizon 2020 Framework Programme
Plasmids conferring resistance to extended-spectrum beta-lactamases including a rare IncN+IncR multireplicon carrying blaCTX-M-1 in Escherichia coli recovered from migrating barnacle geese (Branta leucopsis);https://open-research-europe.ec.europa.eu/articles/1-46;2021-05-04;2;Horizon 2020 Framework Programme
Plasmids conferring resistance to extended-spectrum beta-lactamases including a rare IncN+IncR multireplicon carrying blaCTX-M-1 in Escherichia coli recovered from migrating barnacle geese (Branta leucopsis);https://open-research-europe.ec.europa.eu/articles/1-46;2021-05-04;2;Walter Ehrström Foundation
The challenges and considerations for emerging or future entrepreneurial researchers in microphysiological systems;https://open-research-europe.ec.europa.eu/articles/1-38;2021-04-19;1;Horizon 2020 Framework Programme
Finite difference magnetoelastic simulator;https://open-research-europe.ec.europa.eu/articles/1-35;2021-04-19;2;Horizon 2020 Framework Programme
Finite difference magnetoelastic simulator;https://open-research-europe.ec.europa.eu/articles/1-35;2021-04-19;2;Fonds Wetenschappelijk Onderzoek
A case study research on interoperability improvement in Smart Grids: state-of-the-art and further opportunities;https://open-research-europe.ec.europa.eu/articles/1-33;2021-04-06;2;Horizon 2020 Framework Programme
A case study research on interoperability improvement in Smart Grids: state-of-the-art and further opportunities;https://open-research-europe.ec.europa.eu/articles/1-33;2021-04-06;2;Bundesministerium für Wirtschaft und Energie
Tower of Babel: transcendental linguistics in Friedrich von Hardenberg’s (Novalis) Fichte Studies;https://open-research-europe.ec.europa.eu/articles/1-32;2021-04-01;1;Horizon 2020 Framework Programme
‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800;https://open-research-europe.ec.europa.eu/articles/1-18;2021-03-24;6;Horizon 2020 Framework Programme
‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800;https://open-research-europe.ec.europa.eu/articles/1-18;2021-03-24;6;Fritz Thyssen Stiftung
‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800;https://open-research-europe.ec.europa.eu/articles/1-18;2021-03-24;6;Bourse Robert Klein
‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800;https://open-research-europe.ec.europa.eu/articles/1-18;2021-03-24;6;Sihtasutus Archimedes
‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800;https://open-research-europe.ec.europa.eu/articles/1-18;2021-03-24;6;State Education Development Agency Republic of Latvia
‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800;https://open-research-europe.ec.europa.eu/articles/1-18;2021-03-24;6;Education Exchanges Support Foundation
