题目;链接;Version编号;Version时间;Reviewer编号;状态
Financing conditions of renewable energy projects – results from an EU wide survey;https://open-research-europe.ec.europa.eu/articles/1-136/v1;Version 1;2021-11-12;1;Approved
Financing conditions of renewable energy projects – results from an EU wide survey;https://open-research-europe.ec.europa.eu/articles/1-136/v1;Version 1;2021-11-12;2;Approved with Reservations
Numerical study of two heat exchangers for the cooling of a battery pack for an electric vehicle;https://open-research-europe.ec.europa.eu/articles/2-81/v1;Version 1;2022-06-20;1;Approved with Reservations
Numerical study of two heat exchangers for the cooling of a battery pack for an electric vehicle;https://open-research-europe.ec.europa.eu/articles/2-81/v1;Version 1;2022-06-20;2;Approved with Reservations
Numerical study of two heat exchangers for the cooling of a battery pack for an electric vehicle;https://open-research-europe.ec.europa.eu/articles/2-81/v1;Version 1;2022-06-20;3;Not Approved
­­­Mechanical behavior of textile reinforced alkali-activated mortar based on fly ash, metakaolin and ladle furnace slag;https://open-research-europe.ec.europa.eu/articles/2-79;Version 1;2022-06-17;1;Approved
­­­Mechanical behavior of textile reinforced alkali-activated mortar based on fly ash, metakaolin and ladle furnace slag;https://open-research-europe.ec.europa.eu/articles/2-79;Version 1;2022-06-17;2;Approved
Innovative forest products in the circular bioeconomy;https://open-research-europe.ec.europa.eu/articles/2-19;Version 2;2022-06-16;1;Approved
Innovative forest products in the circular bioeconomy;https://open-research-europe.ec.europa.eu/articles/2-19;Version 2;2022-06-16;2;Approved
Innovative forest products in the circular bioeconomy;https://open-research-europe.ec.europa.eu/articles/2-19;Version 1;2022-02-09;1;Approved
Innovative forest products in the circular bioeconomy;https://open-research-europe.ec.europa.eu/articles/2-19;Version 1;2022-02-09;2;Approved with Reservations
Accelerating Large-Scale-Structure data analyses by emulating Boltzmann solvers and Lagrangian Perturbation Theory;https://open-research-europe.ec.europa.eu/articles/1-152;Version 2;2022-06-15;1;
Accelerating Large-Scale-Structure data analyses by emulating Boltzmann solvers and Lagrangian Perturbation Theory;https://open-research-europe.ec.europa.eu/articles/1-152;Version 2;2022-06-15;2;Approved
Accelerating Large-Scale-Structure data analyses by emulating Boltzmann solvers and Lagrangian Perturbation Theory;https://open-research-europe.ec.europa.eu/articles/1-152;Version 1;2021-12-16;1;Approved
Accelerating Large-Scale-Structure data analyses by emulating Boltzmann solvers and Lagrangian Perturbation Theory;https://open-research-europe.ec.europa.eu/articles/1-152;Version 1;2021-12-16;2;Approved
Facilitating transformative innovations in sustainability education;https://open-research-europe.ec.europa.eu/articles/2-22;Version 2;2022-06-15;1;Approved
Facilitating transformative innovations in sustainability education;https://open-research-europe.ec.europa.eu/articles/2-22;Version 2;2022-06-15;2;Approved
Facilitating transformative innovations in sustainability education;https://open-research-europe.ec.europa.eu/articles/2-22;Version 1;2022-02-18;1;Approved with Reservations
Facilitating transformative innovations in sustainability education;https://open-research-europe.ec.europa.eu/articles/2-22;Version 1;2022-02-18;2;Approved with Reservations
STANDUP database of plantar foot thermal and RGB images for early ulcer detection;https://open-research-europe.ec.europa.eu/articles/2-77;Version 1;2022-06-14;1;Approved
STANDUP database of plantar foot thermal and RGB images for early ulcer detection;https://open-research-europe.ec.europa.eu/articles/2-77;Version 1;2022-06-14;2;Approved with Reservations
Hydrothermal carbonization as an alternative sanitation technology: process optimization and development of low-cost reactor;https://open-research-europe.ec.europa.eu/articles/1-139;Version 2;2022-06-10;1;Approved
Hydrothermal carbonization as an alternative sanitation technology: process optimization and development of low-cost reactor;https://open-research-europe.ec.europa.eu/articles/1-139;Version 2;2022-06-10;2;Approved
Hydrothermal carbonization as an alternative sanitation technology: process optimization and development of low-cost reactor;https://open-research-europe.ec.europa.eu/articles/1-139;Version 1;2021-11-26;1;Approved with Reservations
Hydrothermal carbonization as an alternative sanitation technology: process optimization and development of low-cost reactor;https://open-research-europe.ec.europa.eu/articles/1-139;Version 1;2021-11-26;2;Approved with Reservations
Validation of a lithium-ion commercial battery pack model using experimental data for stationary energy management application;https://open-research-europe.ec.europa.eu/articles/2-15;Version 2;2022-06-10;1;
Validation of a lithium-ion commercial battery pack model using experimental data for stationary energy management application;https://open-research-europe.ec.europa.eu/articles/2-15;Version 2;2022-06-10;2;Approved
Validation of a lithium-ion commercial battery pack model using experimental data for stationary energy management application;https://open-research-europe.ec.europa.eu/articles/2-15;Version 1;2022-02-03;1;Approved
Validation of a lithium-ion commercial battery pack model using experimental data for stationary energy management application;https://open-research-europe.ec.europa.eu/articles/2-15;Version 1;2022-02-03;2;Approved with Reservations
Defining discovery: Is Google Scholar a discovery platform? An essay on the need for a new approach to scholarly discovery;https://open-research-europe.ec.europa.eu/articles/2-28;Version 2;2022-06-07;1;
Defining discovery: Is Google Scholar a discovery platform? An essay on the need for a new approach to scholarly discovery;https://open-research-europe.ec.europa.eu/articles/2-28;Version 2;2022-06-07;2;Approved
Defining discovery: Is Google Scholar a discovery platform? An essay on the need for a new approach to scholarly discovery;https://open-research-europe.ec.europa.eu/articles/2-28;Version 1;2022-03-02;1;Approved
Defining discovery: Is Google Scholar a discovery platform? An essay on the need for a new approach to scholarly discovery;https://open-research-europe.ec.europa.eu/articles/2-28;Version 1;2022-03-02;2;Approved with Reservations
Mission-based optimal morphing parameters for rotors with combined chord and twist morphing;https://open-research-europe.ec.europa.eu/articles/1-121;Version 2;2022-06-07;1;Approved
Mission-based optimal morphing parameters for rotors with combined chord and twist morphing;https://open-research-europe.ec.europa.eu/articles/1-121;Version 2;2022-06-07;2;Approved
Mission-based optimal morphing parameters for rotors with combined chord and twist morphing;https://open-research-europe.ec.europa.eu/articles/1-121;Version 1;2021-10-12;1;Approved with Reservations
Mission-based optimal morphing parameters for rotors with combined chord and twist morphing;https://open-research-europe.ec.europa.eu/articles/1-121;Version 1;2021-10-12;2;Not Approved
Data assimilation with agent-based models using Markov chain sampling;https://open-research-europe.ec.europa.eu/articles/2-70;Version 1;2022-05-31;1;Approved with Reservations
Data assimilation with agent-based models using Markov chain sampling;https://open-research-europe.ec.europa.eu/articles/2-70;Version 1;2022-05-31;2;Approved with Reservations
Data assimilation with agent-based models using Markov chain sampling;https://open-research-europe.ec.europa.eu/articles/2-70;Version 1;2022-05-31;3;Approved with Reservations
API-based evidence acquisition in the cloud - a survey;https://open-research-europe.ec.europa.eu/articles/2-69;Version 1;2022-05-31;1;Approved with Reservations
API-based evidence acquisition in the cloud - a survey;https://open-research-europe.ec.europa.eu/articles/2-69;Version 1;2022-05-31;2;Approved
FAIR4Health: Findable, Accessible, Interoperable and Reusable data to foster Health Research;https://open-research-europe.ec.europa.eu/articles/2-34/v1;Version 2;2022-05-31;1;Approved
FAIR4Health: Findable, Accessible, Interoperable and Reusable data to foster Health Research;https://open-research-europe.ec.europa.eu/articles/2-34/v1;Version 2;2022-05-31;2;
FAIR4Health: Findable, Accessible, Interoperable and Reusable data to foster Health Research;https://open-research-europe.ec.europa.eu/articles/2-34/v1;Version 2;2022-05-31;3;
FAIR4Health: Findable, Accessible, Interoperable and Reusable data to foster Health Research;https://open-research-europe.ec.europa.eu/articles/2-34/v1;Version 1;2022-03-09;1;Approved with Reservations
FAIR4Health: Findable, Accessible, Interoperable and Reusable data to foster Health Research;https://open-research-europe.ec.europa.eu/articles/2-34/v1;Version 1;2022-03-09;2;Approved with Reservations
FAIR4Health: Findable, Accessible, Interoperable and Reusable data to foster Health Research;https://open-research-europe.ec.europa.eu/articles/2-34/v1;Version 1;2022-03-09;3;Approved with Reservations
Complicity at a distance: commemorating problematic involvement in perpetration in contemporary Central and Eastern European literatures;https://open-research-europe.ec.europa.eu/articles/2-42;Version 2;2022-05-25;1;Approved
Complicity at a distance: commemorating problematic involvement in perpetration in contemporary Central and Eastern European literatures;https://open-research-europe.ec.europa.eu/articles/2-42;Version 2;2022-05-25;2;Approved
Complicity at a distance: commemorating problematic involvement in perpetration in contemporary Central and Eastern European literatures;https://open-research-europe.ec.europa.eu/articles/2-42;Version 2;2022-05-25;3;Approved
Complicity at a distance: commemorating problematic involvement in perpetration in contemporary Central and Eastern European literatures;https://open-research-europe.ec.europa.eu/articles/2-42;Version 1;2022-03-25;1;Approved with Reservations
Complicity at a distance: commemorating problematic involvement in perpetration in contemporary Central and Eastern European literatures;https://open-research-europe.ec.europa.eu/articles/2-42;Version 1;2022-03-25;2;Approved with Reservations
Complicity at a distance: commemorating problematic involvement in perpetration in contemporary Central and Eastern European literatures;https://open-research-europe.ec.europa.eu/articles/2-42;Version 1;2022-03-25;3;Approved with Reservations
An Interoperability Framework for electromobility (INFRA): The main results from the USER-CHI framework implementation in a new spotlight;https://open-research-europe.ec.europa.eu/articles/2-65/v1;Version 1;2022-05-25;1;Approved
An Interoperability Framework for electromobility (INFRA): The main results from the USER-CHI framework implementation in a new spotlight;https://open-research-europe.ec.europa.eu/articles/2-65/v1;Version 1;2022-05-25;2;Approved
